sample_id,label_num,label,category,split,text_sha256
69,0,OR,Home_and_Kitchen_5,test,06d54e601f1c8284de5233bf7a9a51d2c3650f564d1afed709d4a7f32a481a11
70,0,OR,Home_and_Kitchen_5,train,6cbfea375c4862d31d6dc15c4f165b808a77e2a19d0779336660ae6153971f35
71,0,OR,Home_and_Kitchen_5,train,1dcaf0e9cfc70a17967422b15ecf3c2c71c32c3b11b7d834e605f5b1a0e56f88
72,0,OR,Home_and_Kitchen_5,validation,40a287a08daee2c0451f1bffbdda299299e6b88319f0a85b3fe597f17366f43e
73,0,OR,Home_and_Kitchen_5,train,387366055271e6adec6559f43fea685c0f9bbff4820a5a2c5042f72189c1a9ca
74,0,OR,Home_and_Kitchen_5,train,fa5d635ba26265822070c1653d7140bde2fabe0b169c1660221b9d5fe5878fae
75,0,OR,Home_and_Kitchen_5,train,46148a922424e14428f90054e4b79fda0d91431646ce37987fdd1ef1f8c24182
76,0,OR,Home_and_Kitchen_5,train,d8e9b58f2ba8b1858ef6b7f4e5c460b92b6246dd171dc59b16e6e526ec271779
77,0,OR,Home_and_Kitchen_5,train,0a7c84c3a28491fe3831d3ff14987de530a79b593b35125ee59c19b028a01e6e
78,0,OR,Home_and_Kitchen_5,validation,e98625aba0b7af1e9f2f811520325e34abacbdbb06363b39dfff9da673d71f60
79,0,OR,Home_and_Kitchen_5,train,81e72ef8651522f585a7ea77aac8fc23aa3a08a7b97840d078d4763fe646bb46
80,0,OR,Home_and_Kitchen_5,train,e1c7937100fc121f20db17bb6e7cb19117105dc43adaac6df15c8062044ce971
81,0,OR,Home_and_Kitchen_5,train,2c825549634aaeec094c21c1bc0b56be04164cabd13d9e90e62903079523ba5f
82,0,OR,Home_and_Kitchen_5,train,4b088e11ffa3ffd51af54693c1e3a91e220792d0db2405c1f30a96681ab1296f
83,0,OR,Home_and_Kitchen_5,test,27dbd31f6eadc931299295ddd52915943691db7c235c9fca2d78e7213f5812df
84,0,OR,Home_and_Kitchen_5,train,0216e58ffd2904862bf961f5cd584bb200e8ab912e99862058788c1db4cc6656
85,0,OR,Home_and_Kitchen_5,test,caf37b05b7ce9515acad2af9f2586ca7c1e29b04e1237c11c7839b17693a3825
86,0,OR,Home_and_Kitchen_5,validation,eedfcd5686130439de71d1f8a49f251236019ba1917a5eedac68dc6f324964fb
87,0,OR,Home_and_Kitchen_5,train,a9d03ad2f2d2317bc6f996fd2fb63a572948dbc4bf89b7f7eb38f00d7d19dc3d
88,0,OR,Home_and_Kitchen_5,train,b97222b8e5e0ef801aeb2bad6bdc87c3ed06d18edb26f887b08224c580af747f
89,0,OR,Home_and_Kitchen_5,train,e1095e258cb67357a2c395b527455b6fb70ed74483a3123a2975a76478bc870b
90,0,OR,Home_and_Kitchen_5,train,a7727b87a3f87b361f111615557cbaacbb9d9e760a1f926c5b87a720a6b538c8
91,0,OR,Home_and_Kitchen_5,train,3365a502a97f3d0f2fac7779c46a66c3a3a573b9fada0825cb6ea80a6fc812d8
92,0,OR,Home_and_Kitchen_5,train,94713c5e7b43266d67eebe9f1259fd866a498dcfc12c9c03ff9cec7c594d3055
93,0,OR,Home_and_Kitchen_5,train,28d7eb44b84537c3cc7dd96a1601d95e8f3b3de6f1f62443258856dec44a5ad1
94,0,OR,Home_and_Kitchen_5,train,b2dee2b984e395dc32a98542f8500b7924076aea97d8bbd65e19c60717a5cc29
95,0,OR,Home_and_Kitchen_5,train,85c1034a85c02e15350cbfe4ed0891fefaadc3529c05e4a78c9502ffa5c29d3e
96,0,OR,Home_and_Kitchen_5,train,9d1d136b5123965a232e43f4853fa10e85ec5b5a7a33f2bbaec5e697ab0ba879
97,0,OR,Home_and_Kitchen_5,train,2c0a1e8b5c3f2632a50100d287060fcb6f5440296035a40a65d9702b6bb66398
98,0,OR,Home_and_Kitchen_5,train,b677106ff273babb3445df2fc25cd6102b16d84db4dc8f4f8ce750aa4698f185
99,0,OR,Home_and_Kitchen_5,train,9542822792c9c7f269523cf5836bc518cf36d3ffe969d7515fa9a6dc9de1a59b
100,0,OR,Home_and_Kitchen_5,train,69240d8f85b0b160dd7a3d4da46e8c5298f8d888ae2a313ec6ede6c122574279
101,0,OR,Home_and_Kitchen_5,train,015916535a165cedfc1e591d919a9238ed636e4d7473904e1ebbf7c5bce91b8c
102,0,OR,Home_and_Kitchen_5,train,9d18d0046bf191b3b1716183347e32bfc3e624fb568614e0e531cff9143fe6f2
103,0,OR,Home_and_Kitchen_5,test,4b9b86dfcffb92d0ae3622e23b5c4ebeb0543db8932d600c3189d2b1b3e497c5
104,0,OR,Home_and_Kitchen_5,test,54dc72ece563d6f0a53e6de5d24501047bf5fc7773db91aa0216d477951d64c3
105,0,OR,Home_and_Kitchen_5,train,0765cb9d8c2988e32fcc40f1cd6a00cb8791f707a9e05ebf4f0c6b25a97f97a1
106,0,OR,Home_and_Kitchen_5,train,b770b74e064431ec227667efe89a545da6390281e8bfe2bbbc4796c39661b490
107,0,OR,Home_and_Kitchen_5,test,2e09b4e248907704fe1530eb265dcbad4d660ca0b9f6ff910a2390cc06b55b84
108,0,OR,Home_and_Kitchen_5,train,e64965c72cb0be06d9a3c1e33ce725541973c6882ee7bfb730406e67d60fc92d
109,0,OR,Home_and_Kitchen_5,validation,5435006b1b5d6bfd782bd8a629cef70486376c861de6f7ad406023a8e5ea0d48
110,1,CG,Home_and_Kitchen_5,train,11e2326bc474815a521f1b955e26526d75ab157215bc15e998c9b7daf4b94102
111,1,CG,Home_and_Kitchen_5,validation,e2ef4f9364b0e1edae6d14c8db87e5e0d770cf2e0151c307f5777f302f484a2c
112,1,CG,Home_and_Kitchen_5,train,dc9ebc04b0b0859e8b010646113cd3c5905904b09a567ebe6cbc06cb083e7faa
113,1,CG,Home_and_Kitchen_5,test,a91bfec375febb3d8620b7d8e82946c86250be83e9ac161890cee4331f2a2ba6
114,1,CG,Home_and_Kitchen_5,test,9700ad52ac381730a72ddd205de6c1b83f3f1f329ef731261f3f6a657e5e6ea4
115,1,CG,Home_and_Kitchen_5,train,c36299e941d28a45e9ca32af4fb63b92cbcee041b77fa5f4736d3bb7b249f3d0
116,1,CG,Home_and_Kitchen_5,train,82dc4b6d83acdb700ca7a76dd3848564dab8707914aa77ded938702061cc4828
117,1,CG,Home_and_Kitchen_5,train,8f005ecde32c0ebc5da4809a75ff4b63bb4ea33643cb339188dce468ea89472f
118,1,CG,Home_and_Kitchen_5,train,fbcc7b30c34d39871fbd2cd5a842c04d3d60d8d9c64e10ce41670eb909327c5a
119,1,CG,Home_and_Kitchen_5,train,db1433020cf77c70ef3bbc6a0c94cc9c9e879bacdfdd63df66f34d351e9d115c
120,1,CG,Home_and_Kitchen_5,test,a9e853bef0af6edda45355cb2e305630207076cd2bac4dbf610938a5be460c73
121,1,CG,Home_and_Kitchen_5,train,57220aa8c568a3be500fd03f304499c8f83857b0bf0f5b5aabdd82bc8ac2f15b
122,1,CG,Home_and_Kitchen_5,train,c1037d66b85d5c1ae52e3c5533b0f37dbe2e44edead8e150817f6e50799698ef
123,1,CG,Home_and_Kitchen_5,test,a3d0a1ff43fbf11dd6d83933b2b73a20bfd0392d94f08f1497b362749b2f0cc0
124,1,CG,Home_and_Kitchen_5,train,42c7a68be6e28b1fdf863e013c289cddee0751fcdefaf69a388ecd408c48d961
125,1,CG,Home_and_Kitchen_5,train,eda398fca961df16eec67cc20de8f7cc4d15cce32f3f1e50cd501bb16624506e
126,1,CG,Home_and_Kitchen_5,train,e655e6d780c661bd14ff66c580f70a516a524cc0716c34956b50ae33dcbca0e5
127,1,CG,Home_and_Kitchen_5,test,bd2f547d3e0ce76e7a874ed8f277eb4d6f443a73ff58afa794fa1a5947859120
128,1,CG,Home_and_Kitchen_5,train,3c4b48cde7a3d86940ea246d061dc41fcf860ed461562d56f20acc46982cfc10
129,1,CG,Home_and_Kitchen_5,train,617486c9aad5ab4602c2608e0685e6b4cdc0c6eccb6fb9f6224ef27924c15a42
130,1,CG,Home_and_Kitchen_5,train,a1a72b431936db20b281770a6c9cc188d15dc83f8e2fb7f9251ba8317b7ca9e1
131,1,CG,Home_and_Kitchen_5,validation,7f6c2accea2afc3ba645c631297df4437232af079eeaa2203d4e0be5bbeea7e2
132,1,CG,Home_and_Kitchen_5,train,726124e224e94a173b4098c253281a22f1d90860342040da48a50cdf75d8c003
133,1,CG,Home_and_Kitchen_5,train,56173803f892fbfd25f1fb82134c77f026924fa6ce1e28d1b4adaad28099d116
134,1,CG,Home_and_Kitchen_5,test,f7f477c34b04aa474388d0e25ac358cdda805e9625f04756c22cb14d270898c4
135,1,CG,Home_and_Kitchen_5,validation,b3c4f0712e5daa18c5e933df2fba99c11ffdf5c38e05c449218c0258964eec56
136,1,CG,Home_and_Kitchen_5,train,83bc58b580f1e85873f04a5688dbb043feb83a7a8458ad953734def1ed901060
137,1,CG,Home_and_Kitchen_5,validation,3453a08592bf54725644c26dcc535734a78d3f94d48d55e38c1abd682c25eccb
138,1,CG,Home_and_Kitchen_5,train,cfa39d2fa99111ff5410f7cd61f96884f9f7fe8e581054436af0875d7336d5b0
139,1,CG,Home_and_Kitchen_5,train,17045f955f4e27a76abf273797722768431499e6872d8b1d693be0a9ca361bd6
140,1,CG,Home_and_Kitchen_5,train,e0db721e52b4c3fb3c9860fdbe0e66300ccbd825eaec152a85701252549197f5
141,1,CG,Home_and_Kitchen_5,train,08252d1050812c834fefa0f20d2c27dc918629c692887f2f118a1947ba951734
142,1,CG,Home_and_Kitchen_5,train,cb1a83e8daa4ad0209f5dcae593e603835882c9d1f7bda230f4d5962875b0dfa
143,1,CG,Home_and_Kitchen_5,train,2272b76ba7cb2513d19b2006ba09653d4648bb47b085493096d0a3a33c5045bf
144,1,CG,Home_and_Kitchen_5,train,0bb9fbbd8a39526c4d51d2547bdbf19219c21365978052031774d82655a89e59
145,1,CG,Home_and_Kitchen_5,test,73e156f8c51723b68d17da7c746d29d90e3b69068cd585802636c1c0c8c0ea83
146,1,CG,Home_and_Kitchen_5,test,a88cbb3b778caed23b974572ac05538a21199d5b687134259c1aa976d224207d
147,1,CG,Home_and_Kitchen_5,test,1799aef78534a6e4a3d5925818520ea5ddd3028355193660089635e1f19efa25
148,1,CG,Home_and_Kitchen_5,train,2da100184634c6acb5170c28c6d136b9b7cc7e68519c7d1128b2f24aad8cf81c
149,1,CG,Home_and_Kitchen_5,train,9d47cee02acf6ff5fa368adaa9d9d7197b3d4f0d9b5f9eb5dd2f0ebf4ed40aa1
150,1,CG,Home_and_Kitchen_5,test,c11ac7888fa896ccfa537ff2fb6c13875cdd1fe746c27502cda838775a6b6d8c
151,1,CG,Home_and_Kitchen_5,validation,d805422806526a7b4965afcfe1d5f3e6f7dcd6b9c05fdf0d0dad636ed89752ce
152,1,CG,Home_and_Kitchen_5,validation,f65acd052ea916ce2f0fb73fcc4da81ba56cb82730a161ab4a755dd0cbec08ec
153,1,CG,Home_and_Kitchen_5,train,4ace5ee6e9e50c96368349f18686bc896eff7c1f303323d25a16e49c5d668be8
154,1,CG,Home_and_Kitchen_5,validation,ce17f2b75d937b94acf53922241e02f1f5984a77a93c82338d5dd76a57ba9e0f
155,1,CG,Home_and_Kitchen_5,test,18741dbd6b291ce80f40a394f54782914439ad4d174e32af6b7fb9109edaf644
156,1,CG,Home_and_Kitchen_5,train,e279a9da7930c4e7871c702eac5bdde5a82be4f33aa6211355f7cb696b443339
157,1,CG,Home_and_Kitchen_5,train,e1989a1b7f8a3bd4b86f37e3e36adbce4c810d18588983e07cef6664fb7b0387
158,1,CG,Home_and_Kitchen_5,train,a7eb8b085c70a9d70532b261b722a41be89045b72601012cf988408bb9fb4f78
159,1,CG,Home_and_Kitchen_5,test,902f4224b70b1468d3e0de2140c61916f93584598785a9baa23d2db17790c01d
160,0,OR,Home_and_Kitchen_5,train,cd07f831a68034ed5097ce25a14c5024ebb43e6b0fb0c163433a6950cae0d253
161,0,OR,Home_and_Kitchen_5,train,848444745556bf99d4ca63f1354a62a197caf16d9329a74dfc0723f317eab71a
162,0,OR,Home_and_Kitchen_5,train,c245290169685038ec45e3941c3142045b489073fd329c19d1ccdb41f01da3e8
163,0,OR,Home_and_Kitchen_5,validation,63607ef34da97ad3ff3fc4466ef9f58a71325d89bde64ab3ca0c51bd9bcce11f
164,0,OR,Home_and_Kitchen_5,train,c2c24519bc5eed69a573d9698f88fbebd770ebf0bb62b172de733c4e727c054c
165,0,OR,Home_and_Kitchen_5,train,ca1e44831c5e303913e088e361963ba1329c8c9ece54e7b7070d5b06e730b529
166,0,OR,Home_and_Kitchen_5,validation,6d5c089fea9e54bb824d2c9a48241d5295b932a40ca12c3b961ffd26985e82d8
167,0,OR,Home_and_Kitchen_5,train,3a0f5e6cc2773e6b5904b339e354d6b73f9f3147c158f89cd554da31d62f0490
168,0,OR,Home_and_Kitchen_5,train,f29ac8cee3c1c704967df4fa7aaef3381d5ebabed386d707df31830592743f2b
169,0,OR,Home_and_Kitchen_5,train,46990cdecccf18249279d0798ef2554ea0eb8c086ffbb4872cfea129df4e09f5
170,0,OR,Home_and_Kitchen_5,train,4466472680984502743c613de60973682d3333f1c120a9fdbc8867e892dec4cc
171,0,OR,Home_and_Kitchen_5,train,c1b9023090f598ab19d03a2c07dcfd32fef7cf3bb04acc0298e1bf4e2e4bebf8
172,0,OR,Home_and_Kitchen_5,train,0899cb2ba97fdea5d2b56f65b5daebe63c52eca3fbffb500b3446a739b0846ea
173,0,OR,Home_and_Kitchen_5,train,ed7d35acc10621753a8ae5ae2fd2f3fa8a3ec45ae75091e116d16fa8e3c4766e
174,0,OR,Home_and_Kitchen_5,train,fe3b712623c815482112e74d66b943286869b9c62b4fe02e6aaddfcc7ec64e85
175,0,OR,Home_and_Kitchen_5,test,fc62c9267339e669baba9c7354aca2e9b773ca710307bb674d9fb3d41599be75
176,0,OR,Home_and_Kitchen_5,train,cddb7fa91cd7de45caab83fe871c9082a0098736520e7b3cde0030af532e6b6b
177,0,OR,Home_and_Kitchen_5,validation,f94f2d0c30817eaad1c76c6618087a6c53bebd0fcd1e0e42dfbb08924d7bf27e
178,0,OR,Home_and_Kitchen_5,train,95d4986d2fa161d92656e627cde231e9f1da8e9ed9f3d1509a3970d6580e3af4
179,0,OR,Home_and_Kitchen_5,train,bf4764463649fdcf1bd4787f522ba44f06e843b920b102696c4728135796121d
180,0,OR,Home_and_Kitchen_5,train,14764d19288ede0b32c5b9eb43f03429e80791184dc598f6b11ac2313233c498
181,0,OR,Home_and_Kitchen_5,train,db7d1f04c8f9e8af00740faeabe60c999a14d9f0a36a515244015b097bed75ec
182,0,OR,Home_and_Kitchen_5,test,892d1e5c974352dc12ba7e2da21124d576a9bd1bd2b13ee90422275fa0e84564
183,0,OR,Home_and_Kitchen_5,train,7ee4b0b9ca99b18513eb2037d5b5dcbf70bee82d34246de390c760107a646a20
184,0,OR,Home_and_Kitchen_5,test,50359de04fbe9355dafbed99dda05e06207747e96e9bf88a63db9041c409d3a8
185,0,OR,Home_and_Kitchen_5,train,d9d6b5b22ec7809ee5555f16fe5c6b05ec455dd7957ece5f5eac01937d5070a5
186,0,OR,Home_and_Kitchen_5,validation,0017c52e5b16e07827bbd250b5df56dd2ad49a2de472f556d0e633e04da51c95
187,0,OR,Home_and_Kitchen_5,train,b414c806d5d1aaf176f53637de3dd96f71654e3c8d58208e3f4df4e0b77a5537
188,0,OR,Home_and_Kitchen_5,train,858dd1fa871d74c8390a038c62fd47162cce9c5add802c8054f8035fa8c77170
189,0,OR,Home_and_Kitchen_5,test,b7286bf2df3b8299db19588f095e008602f77bf5e1be10782a17c529130afaa2
190,0,OR,Home_and_Kitchen_5,test,ea8084aaa775eafb76897c789bcf8ce40769e1b6d6d3fd356864c3f04b81e6dd
191,0,OR,Home_and_Kitchen_5,test,e31a4b717ee346e0adc39fa374a77052b19e706b4f1f209d11425f593f646e0d
192,0,OR,Home_and_Kitchen_5,train,63e76da1b85960155575b6e285bd8412ccb1e5f0c80dafaa116d2a1943f5adfa
193,0,OR,Home_and_Kitchen_5,validation,d8e4f9c06411aa760dee42428db4a5de1405c96687157e2b77e4bfb2d31407f1
194,0,OR,Home_and_Kitchen_5,train,80e66929bfe962eed032cb89e0587a8ea922ad47296bedd215956e696371e581
195,0,OR,Home_and_Kitchen_5,train,a3ce778c8f214bcb9c265cd16ba0aa3d03b3aba47dd1fec06bfdbf8b96ea9604
196,0,OR,Home_and_Kitchen_5,train,a70310aaac73dc632929036efce913819f03ce707ba9d309ed962cc0d5a9f638
197,0,OR,Home_and_Kitchen_5,train,3d799d63a395b8e0e40d2ed9ab074388468a59faa203114d941a29a5d7b3e92b
198,0,OR,Home_and_Kitchen_5,train,18a7fe61efaa0e2737020fe7a05e7555097ed3a9ed6e0ece533ea401b9442a64
199,0,OR,Home_and_Kitchen_5,train,11dcdf7bc77a0bb22369820e705741ab591fe0c24b44e95e81fb79fcb415c6f3
200,0,OR,Home_and_Kitchen_5,train,da3fa33791738ebc89f61ed7bc420ea2b21ac6d5758d3dac413a556998d36145
201,0,OR,Home_and_Kitchen_5,test,04068c3d5b21ed5621cdec218be6319e04fe05f681a403eec81f2b459f8d5dcb
202,0,OR,Home_and_Kitchen_5,train,62dde09af261abc4e984abb9157a41c499f7ce76ffa7255d3704fcf8329d73c3
203,0,OR,Home_and_Kitchen_5,train,5cc2275652e1940ebf516507a7932d7de830de206cc5ae961cb9696571e969c5
204,0,OR,Home_and_Kitchen_5,train,a6d5f94a308a121dbc9fa8c63d08d62775f31a859a5c53904ff56b34e4d76fc4
205,0,OR,Home_and_Kitchen_5,train,d1347e2c487f833ad6313152039a8200a0c9f1600e416b6f2fe5d9ea5852cfb4
206,0,OR,Home_and_Kitchen_5,test,c61915c52f8904900c4fdf76bfc51c80043467523c63da59ef7665ce1e1f2c3c
207,0,OR,Home_and_Kitchen_5,test,93d9659554c89819f2cc28cf6ba41f381602c65dcbe2b82e05a6952652f05146
208,0,OR,Home_and_Kitchen_5,test,6ae342ebd1fa8b092ab2fbfaddcf98a3e77dfad911f5e04021e4b09a3e680199
209,0,OR,Home_and_Kitchen_5,train,76f4ac59e7e2199294f439f93b22523cc347b506fffabfd27fb02d9077fc7a1e
210,1,CG,Home_and_Kitchen_5,train,ba1578088d0deaa83204f5e05bbe1abb9d6eb2d1ac97c46ac5675fed6cf7d830
211,1,CG,Home_and_Kitchen_5,train,683d4ec090b5daf8225b6eb655879ba4aeeb0292885e0cca0ba15a8d54a511d7
212,1,CG,Home_and_Kitchen_5,train,6331ecb02ec70d38346a7be4a6771fcf36bb97ce5e96b5b116c09ccc39e1d718
213,1,CG,Home_and_Kitchen_5,train,ae22e55d70ead8d02082841544790cff67f1391aa6f144d84fd8fa5a4ba43bce
